"Amount","መጠን"
"Append Comments","አስተያየቶችን ቀጥል"
"Apply","ተግብር"
"Apply Coupon Code","የኩፖን ኮድ ተግብር"
"Are you sure you want to cancel this order?","እርግጠኛ ነዎት ይህን ትእዛዝ መሰረዝ ይፈልጋሉ?"
"Are you sure?","እርግጠኛ ነዎት?"
"Are you sure? This order will be cancelled and a new one will be created instead","እርግጠኛ ነዎት? ይህ ትእዛዝ ይሰረዝና በምትኩ አዲስ ይፈጠራል"
"Back to My Orders","ወደ እኔ ትእዛዞች ተመለስ"
"Backordered","ተመልሰው የታዘዙ"
"Bill to First name","በመጀመሪያ ስም ክፍያ ጠይቅ"
"Bill to Last name","በአያት ስም ክፍያ ጠይቅ"
"Bill to Name","በስም ክፍያ ጠይቅ"
"Billing Address","የመክፈያ አድራሻ"
"Buy %s for price %s","%s ግዛ በ%s ዋጋ"
"Can not add order history.","የትእዛዝ ታሪክ ማከል አልተቻለም።"
"Can not create block ""%s""","ጥቅል «%s» መፍጠር አልተቻለም"
"Can not do invoice for order.","ለትእዛዝ ደረሰኝ መስራት አልተቻለም።"
"Can not do shipment for order.","ለትእዛዝ ማጓጓዣ መስራት አልተቻለም።"
"Can not register existing creditmemo","ያለውን የክሬዲት ማስታወሻ መመዝገብ አልተቻለም"
"Can not register existing invoice","ያለውን ደረሰኝ መመዝገብ አልተቻለም"
"Can not register existing shipment","ያለውን ማጓጓዣ መመዝገብ አልተቻለም"
"Can't get order instance","የትእዛዝ አብነት ማግኘት አልተቻለም"
"Cancel","ይቅር"
"Cancel invoice","ደረሰኝ ሰርዝ"
"Cancel order","ትእዛዝ ሰርዝ"
"Canceled","ተሰርዟል"
"Cannot create an empty shipment.","ባዶ ማጓጓዣ መፍጠር አልተቻለም።"
"Capture","ያዝ"
"Capture Amount","መጠን ያዝ"
"Capture Offline","ከመስመር ውጪ ያዝ"
"Capture Online","በመስመር ላይ ያዝ"
"Capture invoice","ደረሰኝ ያዝ"
"Carrier","አጓጓዥ"
"Change Status","ሁኔታ ለውጥ"
"Change status, add comments","ሁኔታ ለውጥ፣ አስተያየቶች አክል"
"Checkout totals sort order","ከፍሎ የመውጫ ድምሮች ቅደም ተከተል"
"Click to change shipping method","የማጓጓዣ ዘዴ ለመለወጥ ጠቅ ያድርጉ"
"Closed","ተዘግቷል"
"Comment","አስተያየት"
"Comment Text","የአስተያየት ጽሁፍ"
"Comments","አስተያየቶች"
"Comments History","የአስተያየቶች ታሪክ"
"Complete","አጠናቅ"
"Country","አገር"
"Coupons","ኩፖኖች"
"Create","ፍጠር"
"Create New Customer","አዲስ ደንበኛ ፍጠር"
"Create New Order","አዲስ ትእዛዝ ፍጠር"
"Create New Order for %s","ለ%s አዲስ ትእዛዝ ፍጠር"
"Create New Order for %s in %s","ለ%s በ%s ውስጥ አዲስ ትእዛዝ ፍጠር"
"Create New Order for New Customer","ለአዲስ ደንበኛ አዲስ ትእዛዝ ፍጠር"
"Create New Order for New Customer in %s","ለአዲስ ደንበኛ በ%s ውስጥ አዲስ ትእዛዝ ፍጠር"
"Create Shipment","ማጓጓዣ ፍጠር"
"Create new invoice for order","ለትእዛዝ አዲስ ደረሰኝ ፍጠር"
"Create new shipment for order","ለማጓጓዣ አዲስ ደረሰኝ ፍጠር"
"Created At","የተፈጠረው"
"Credit Memo","የክሬዲት ማስታወሻ"
"Credit Memo #","የክሬዲት ማስታወሻ #"
"Credit Memo # ","የክሬዲት ማስታወሻ #"
"Credit Memo Comment Email Sender","የክሬዲት ማስታወሻ አስተያየት ኢሜይል ላኪ"
"Credit Memo Comment Email Template","የክሬዲት ማስታወሻ አስተያየት ኢሜይል አብነት"
"Credit Memo Comment Email Template for Guest","የክሬዲት ማስታወሻ አስተያየት ኢሜይል አብነት ለእንግዳ"
"Credit Memo Comments","የክሬዲት ማስታወሻ አስተያየቶች"
"Credit Memo Email Sender","የክሬዲት ማስታወሻ ኢሜይል ላኪ"
"Credit Memo Email Template","የክሬዲት ማስታወሻ ኢሜይል አብነት"
"Credit Memo Email Template for Guest","የክሬዲት ማስታወሻ ኢሜይል አብነት ለእንግዳ"
"Credit Memo Update","የክሬዲት ማስታወሻ ማዘመኛ"
"Credit Memo Update for Guest","የክሬዲት ማስታወሻ ማዘመኛ ለእንግዳ"
"Credit Memo email not sent","የክሬዲት ማስታወሻ ኢሜይል አልተላከም"
"Credit Memo email sent","የክሬዲት ማስታወሻ ኢሜይል ተልኳል"
"Credit Memos","የክሬዲት ማስታወሻዎች"
"Creditmemo","የክሬዲት ማስታወሻ"
"Custom Options","ብጁ አማራጮች"
"Custom Price","ብጁ ዋጋ"
"Custom Value","ብጁ እሴት"
"Customer","ደንበኛ"
"Customer Group","የደንበኛ ቡድን"
"Customer Name","የደንበኛ ስም"
"Customer's Current Activities","የደንበኛው የአሁን እንቅስቃሴዎች"
"Date","ቀን"
"Date Shipped","የተጓጓዘበት ቀን"
"Date of Birth","የትውልድ ቀን"
"Default logo, will be used in PDF and HTML documents.<br />(jpeg, tiff, png)","ነባሪ አርማ በPDF እና HTML ሰነዶች ያገለግላል።<br />(jpeg፣ tiff፣ png)"
"Delete","ሰርዝ"
"Description message","የመግለጫ መልዕክት"
"Discount","ቅናሽ"
"Discount ","ቅናሽ"
"Discount (%s)","ቅናሽ (%s)"
"Discount :","ቅናሽ፦"
"Discount Amount","የቅናሽ መጠን"
"Discount%s","ቅናሽ%s"
"Display Order ID in Header","የትእዛዝ መታወቂያን በርዕስ ውስጥ አሳይ"
"Document","ሰነድ"
"Edit","አርትእ"
"Edit Gift Messsage","የስጦታ መልዕክት አርትእ"
"Edit Order #%s","ትእዛዝ #%s አርትእ"
"Email","ኢሜይል"
"Email Copy of Credit Memo","የክሬዲት ማስታወሻ ኢሜይል ቅጂ"
"Email Copy of Invoice","የደረሰኝ ቅጂ ኢሜይል አድርግ"
"Email Copy of Shipment","የማጓጓዣ ቅጂ ኢሜይል አድርግ"
"Email Order Confirmation","የትእዛዝ ማረጋገጫ ኢሜይል አድርግ"
"Enable","አንቃ"
"Enabled","ነቅቷል"
"Error to show in shopping cart","በግዢ ጋሪ ውስጥ ለማሳየት ስህተት"
"Excl. Tax","ቀረጥ አታካት"
"From","ከ"
"From Name","ከዚህ ስም"
"From:","ከ፦"
"G.T. (Base)","G.T. (ቤዝ)"
"G.T. (Purchased)","G.T. (ተገዝቷል)"
"Get shipping methods and rates","የማጓጓዣ ዘዴዎች እና ተመኖች አግኝ"
"Gift","ስጦታ"
"Gift Certificate","የስጦታ ማረጋገጫ ወረቀት"
"Gift Message","የስጦታ መልእክት"
"Gift Message for Entire Order","የስጦታ መልእክት ለጠቅላላው ትእዛዝ"
"Gift Message for this Order","የስጦታ መልእክት ለዚህ ትእዛዝ"
"Grand Total","ጠቅላላ ድምር"
"Grand Total to be charged","የሚለወጠው ጠቅላላ ድምር"
"Grand Total:","ጠቅላላ ድምር፦"
"Guest","እንግዳ"
"Hold","ያዝ"
"Hold action is not available","የመያዝ ተግባር አይገኝም"
"Hold order","ትእዛዝ ያዝ"
"ID","መታወቂያ"
"If empty, the default description above will be used","ባዶ ከሆነ፣ ከላይ ያለው ነባሪ መግለጫ ጥቅም ላይ ይውላል"
"If empty, the default error above will be used","ባዶ ከሆነ፣ ከላይ ያለው ነባሪ ስህተት ጥቅም ላይ ይውላል"
"Incl. Tax","ቀረጥ ያካትታል"
"Information","መረጃ"
"Invalid carrier specified.","ልክ ያልሆነ አጓጓዥ ተመልክቷል።"
"Invalid item option format","ልክ ያልሆነ የአማራጭ ቅርጸት "
"Invalid qty to invoice item ""%s""","ልክ ያልሆነ ብዛት ለንጥል «%s» ደረሰኝ ለመስራት"
"Invalid qty to refund item ""%s""","ልክ ያልሆነ ብዛት ለንጥል «%s» ገንዘብ ለመመለስ"
"Invalid qty to ship for item ""%s""","ልክ ያልሆነ ብዛት ለንጥል «%s» ለማጓጓዝ"
"Invalid renderer model","ልክ ያልሆነ ሰሪ ሞዴል"
"Invalid request for adding product to quote","ምርትን ወደ ጥቅስ ለማከል ልክ ያልሆነ ጥያቄ"
"Invoice","ደረሰኝ"
"Invoice #","ደረሰኝ #"
"Invoice # ","ደረሰኝ #"
"Invoice #%s","ደረሰኝ #%s"
"Invoice Comment Email Sender","የደረሰኝ አስተያየት ኢሜይል ላኪ"
"Invoice Comment Email Template","የደረሰኝ አስተያየት ኢሜይል አብነት"
"Invoice Comment Email Template for Guest","የደረሰኝ አስተያየት ኢሜይል አብነት ለእንግዳ"
"Invoice Comments","የደረሰኝ አስተያየቶች"
"Invoice Date","ደረሰኝ የተሰራበት ቀን"
"Invoice Email Sender","የደረሰኝ ኢሜይል ላኪ"
"Invoice Email Template","የደረሰኝ ኢሜይል አብነት"
"Invoice Email Template for Guest","የደረሰኝ ኢሜይል አብነት ለእንግዳ"
"Invoice Update","የደረሰኝ ማዘመኛ"
"Invoice Update for Guest","የደረሰኝ ማዘመኛ ለእንግዳ"
"Invoice and Packing Slip Design","የደረሰኝ እና የማሸጊያ ደረሰኝ ንድፍ"
"Invoice can not be canceled","ደረሰኝ ሊሰረዝ አልተቻልም"
"Invoice can not be captured","ደረሰኝ ሊያዝ አይችልም"
"Invoice can not be void","ደረሰኝ እንዳይጸና ሊደረግ አልቻለም"
"Invoice cancel problem","ደረሰኝ የመሰረዝ ችግር"
"Invoice capture problem","ደረሰኝ የመያዝ ችግር"
"Invoice email not sent","የደረሰኝ ኢሜይል አልተላከም"
"Invoice email sent","የደረሰኝ ኢሜይል ተልኳል"
"Invoice void problem","ደረሰኝ እንዳይጸና የማድረግ ችግር"
"Invoiced","ደረሰኝ ተሰርቶለታል"
"Invoices","ደረሰኞች"
"Item","ንጥል"
"Item Status","የንጥል ሁኔታ"
"Item object is not specified.","የንጥል ነገር አልተጠቀሰም።"
"Item option with code %s already exist","ኮድ %s ያለው የንጥል አማራጭ አስቀድሞ አለ "
"Item options declare error","የንጥል አማራጮች መግለጽ ስህተት"
"Item ordered qty","የታዘዘ ንጥል ብዛት"
"Item qty declare error","የንጥል ብዛት መግለጽ ስህተት"
"Items Invoiced","ደረሰኝ የተሰራላቸው ንጥሎች"
"Items Ordered","የታዘዙ ንጥሎች"
"Items Refunded","ገንዘብ የተመለሰላቸው ንጥሎች"
"Items Shipped","የተጓጓዙ ንጥሎች"
"Items options declare error.","የንጥል አማራጮች መግለጽ ስህተት።"
"Items to Invoice","ደረሰኝ የሚሰራላቸው ንጥሎች"
"Items to Refund","ገንዘብ የሚመለስላቸው ንጥሎች"
"Items to Ship","የሚጓጓዙ ንጥሎች"
"Last ordered items","በመጨረሻ የታዘዙ ንጥሎች"
"Link to the new order","ወደ አዲሱ ትእዛዝ ተገናኝ"
"Link to the previous order","ወደ ቀድሞው ትእዛዝ ተገናኝ"
"Logo for HTML documents only. If empty, default will be used.<br />(jpeg, gif, png)","አርማ ለHTML ሰነዶች ብቻ። ባዶ ከሆነ፣ ነባሪው ጥቅም ላይ ይውላል።<br />(jpeg፣ gif፣ png)"
"Logo for HTML print view","አርማ ለHTML እትም እይታ"
"Logo for PDF print-outs (200x50)","አርማ ለPDF እትሞች (200x50)"
"Message","መልዕክት"
"Message:","መልዕክት፦"
"Minimum amount","ዝቅተኛ መጠን"
"Minimum order amount","ዝቅተኛ የትእዛዝ መጠን"
"Mixed","ድብልቅ"
"Move to Shopping Cart","ወደ ግዢ ጋሪ አንቀሳቅስ"
"Move to Wishlist","ወደ የምኞት ዝርዝር አንቀሳቅስ"
"Multi-address description message","የብዙ-አድራሻ መግለጫ መልዕክት"
"Multi-address error to show in shopping cart","የብዙ-አድራሻ በግዢ ጋሪ ውስጥ ለማሳየት ስህተት"
"My Orders","የእኔ ትእዛዞች"
"My Orders - Details","የእኔ ትእዛዞች - ዝርዝሮች"
"Name","ስም"
"New","አዲስ"
"New Credit Memo","አዲስ የክሬዲት ማስታወሻ"
"New Credit Memo for Guest","አዲስ የክሬዲት ማስታወሻ ለእንግዳ"
"New Invoice","አዲስ ደረሰኝ"
"New Invoice for Guest","አዲስ ደረሰኝ ለእንግዳ"
"New Order","አዲስ ትእዛዝ"
"New Order Confirmation Email Sender","አዲስ የትእዛዝ ማረጋገጫ ኢሜይል ላኪ"
"New Order Confirmation Template","አዲስ የትእዛዝ ማረጋገጫ ኢሜይል አብነት"
"New Order Confirmation Template for Guest","አዲስ የትእዛዝ ማረጋገጫ ኢሜይል አብነት ለእንግዳ"
"New Order RSS","አዲስ የትእዛዝ RSS"
"New Order for Guest","አዲስ ትእዛዝ ለእንግዳ"
"New Shipment","አዲስ ማጓጓዣ"
"New Shipment for Guest","አዲስ ማጓጓዣ ለእንግዳ"
"New Status","አዲስ ሁኔታ"
"Newsletter Subscription","የዜና መጽሄት ምዝገባ"
"No Items","ንጥሎች የሉም"
"No Items To Refund","ገንዘብ የሚመለስላቸው ንጥሎች የሉም"
"No Payment Methods","የክፍያ ዘዴዎች የሉም"
"No detail for number ""%s""","ለቁጥር «%s» ዝርዝር የለም"
"No items","ንጥሎች የሉም"
"No ordered items","የታዘዙ ንጥሎች የሉም"
"No shipping information available","የሚገኝ የማጓጓዣ መረጃ የለም"
"Not Capture","አልተያዘም"
"Not Notified","አላወቀም"
"Notified","እንዲያውቅ ተደርጓል"
"Notify Customer","ደንበኛን አሳውቅ"
"Number","ቁጥር"
"On Hold","ዘግይቷል"
"Order","ትእዛዝ"
"Order #","ትእዛዝ #"
"Order # ","ትእዛዝ #"
"Order # %s","ትእዛዝ # %s"
"Order #%s","ትእዛዝ #%s"
"Order #%s - %s","ትእዛዝ #%s - %s"
"Order API","የትእዛዝ API"
"Order Comment","የትእዛዝ አስተያየት"
"Order Comment Email Sender","የትእዛዝ አስተያየት ኢሜይል ላኪ"
"Order Comment Email Template","የትእዛዝ አስተያየት ኢሜይል አብነት"
"Order Comment Email Template for Guest","የትእዛዝ አስተያየት ኢሜይል አብነት ለእንግዳ"
"Order Comments","የትእዛዝ አስተያየቶች"
"Order Credit Memos","የትእዛዝ ክሬዲት ማስታወሻዎች"
"Order Currency:","የትእዛዝ ምንዛሪ፦"
"Order Date","የትእዛዝ ቀን"
"Order Date (%s)","የትእዛዝ ቀን (%s)"
"Order Date: ","የትእዛዝ ቀን፦"
"Order Date: %s","የትእዛዝ ቀን፦ %s"
"Order Details","የትእዛዝ ዝርዝሮች"
"Order Grand Total","ጠቅላላ ድምር"
"Order History","የትእዛዝ ታሪክ"
"Order Information","የትእዛዝ መረጃ"
"Order Invoices","የትእዛዝ ደረሰኞች"
"Order Shipments","የትእዛዝ ማጓጓዣዎች"
"Order Status","የትእዛዝ ሁኔታ"
"Order Subtotal","የትእዛዝ ንዑስ ድምር"
"Order Subtotal:","የትእዛዝ ንዑስ ድምር፦"
"Order Total","አጠቃላይ ትእዛዝ"
"Order Totals","አጠቃላይ ትእዛዝ"
"Order Update","የትእዛዝ ማዘመኛ"
"Order Update for Guest","የደረሰኝ ማዘመኛ ለእንግዳ"
"Order View","የትእዛዝ እይታ"
"Order invoice","የትእዛዝ ደረሰኝ"
"Order object is not specified.","ትእዛዝ ነገር አልተጠቀሰም።"
"Order saving error: %s","ትእዛዝ የማስቀመጥ ስህተት፦ %s"
"Order shipments","የትእዛዝ ማጓጓዣዎች"
"Order was not cancelled.","ትእዛዝ አልተሰረዘም።"
"Order was not put on hold.","ትእዛዙ እንዲዘገኝ አልተደረገም።"
"Order was not unholded.","ትእዛዙ ያልተያዘ አይደለም።"
"Order was placed using %s","ትእዛዝ በ%s በመጠቀም ታዟል"
"Order was successfully cancelled.","ትእዛዝ በተሳካ ሁኔታ ተሰርዟል።"
"Order was successfully put on hold.","ትእዛዙ በተሳካ ሁኔታ እንዲዘገኝ ተደርጓል።"
"Order was successfully released from holding status.","%s ትእዛዝ(ዞች) ከተያዘበት(ዙበት) ሁኔታ በተሳካ ሁኔታ ተለቋል(ቀዋል)"
"Ordered","ታዟል"
"Orders","ትእዛዞች"
"Original Price","የመጀምሪያ ዋጋ"
"PDF Credit Memos","የPDF ክሬዲት ማስታወሻዎች"
"PDF Invoices","PDF ደረሰኞች"
"PDF Packingslips","PDF የማሸጊያ ደረሰኞች"
"PDF Print-outs","PDF እትሞች"
"PDF object is not specified.","PDF ነገር አልተጠቀሰም።"
"PDF page object is not specified.","የPDF ገጽ ነገር ነገር አልተጠቀሰም።"
"Packingslip # ","የማሸጊያ ደረሰኝ # "
"Paid","ተከፍሏል"
"Paid Amount","የተከፈለ መጠን"
"Partial","በከፊል"
"Payment Failed","ክፍያ አልተሳካም"
"Payment Information","የክፍያ መረጃ"
"Payment Method","የክፍያ ዘዴ"
"Payment Method:","የክፍያ ዘዴ፦"
"Pending","በመጠባበቅ ላይ"
"Pending PayPal","PayPal በመጠባበቅ ላይ"
"Pending Payment","ክፍያ በመጠባበቅ ላይ"
"Placed from IP","ከIP የታዘዘ"
"Please enter positive number in this field.","እባክዎ በዚህ መስክ ውስጥ አዎንታዊ ቁጥር ያስገቡ።"
"Please select a customer","እባክዎ ደንበኛ ይምረጡ"
"Please select a store","እባክዎ ሱቅ ይምረጡ"
"Please select products to add","እባክዎ የሚታከሉ ምርቶች ይምረጡ"
"Price","ዋጋ"
"Print","አትም"
"Print All","ሁሉንም አትም"
"Print All Invoices","ሁሉንም ደረሰኞች አትም"
"Print All Refunds","ሁሉንም ተመላሾች አትም"
"Print All Shipments","ሁሉንም እቃዎች አትም"
"Print Credit Memos","የክሬዲት ማስታወሻዎች አትም"
"Print Invoice","ደረሰኝ አትም"
"Print Invoices","ደረሰኞች አትም"
"Print Order","ትእዛዝ አትም"
"Print Order # %s","ትእዛዝ # %s አትም"
"Print Packingslips","የማሸጊያ ደረሰኞች አትም"
"Print Refund","ተመላሽ ገንዘብ አትም"
"Print Shipment","እቃዎችን አትም"
"Processing","በማካሄድ ላይ"
"Processing data problem","የውሂብ ችግር በማሄድ ላይ"
"Product","ምርት"
"Product Name","የምርት ስም"
"Products","ምርቶች"
"Products in Compare List","በማነጻጸሪያ ዝርዝር ውስጥ ያሉ ምርቶች"
"Purchased From","ከዚህ የተገዛ"
"Purchased On","በዚህ የተገዛ"
"Purchased from (store)","ከዚህ ተገዛው (ከሱቅ)"
"QTY","ብዛት"
"Qty","ብዛት"
"Qty Invoiced","ደረሰኝ የተሰራላቸው ብዛት"
"Qty Ordered","የታዘዙ ብዛት"
"Qty Shipped","የተጓጓዙ እቃዎች ብዛት"
"Qty To Add","የታከሉ ብዛት"
"Qty to Invoice","ደረሰኝ የሚሰራላቸው ብዛት"
"Qty to Refund","ገንዘብ ተመላሽ የሚደረግላቸው ብዛት"
"Qty to Ship","የሚጓጓዙ እቃዎች ብዛት"
"Recent Orders","የቅርብ ጊዜ ትእዛዞች"
"Recently Compared Products","በቅርብ ጊዜ የተነጻጸሩ ምርቶች"
"Recently Viewed","በቅርብ ጊዜ የታዩ "
"Recently Viewed Products","በቅርብ ጊዜ የታዩ ምርቶች"
"Refresh","አድስ"
"Refund","ተመላሽ ገንዘብ"
"Refund #","ተመላሽ ገንዘብ #"
"Refund #%s","ተመላሽ ገንዘብ #%s"
"Refund Amount","የተመላሽ ገንዘብ መጠን"
"Refund Offline","ተመላሽ ገንዘብ ከመስመር ውጪ"
"Refund Shipping","የተመላሽ ገንዘብ ማጓጓዣ"
"Refund Totals","ጠቅላላ ተመላሽ ገንዘብ"
"Refunded","ተመላሽ የተደረገ ገንዘብ"
"Refunds","ተመላሽ ገንዘቦች"
"Remove","አስወግድ"
"Remove Coupon Code","የኩፖን ኮድ አስወግድ"
"Remove tracking number","የመከታተያ ቁጥር አስወግድ"
"Reorder","ዳግም ትእዛዝ"
"Retrieve invoice info","የደረሰኝ መረጃ ፈልገህ አውጣ"
"Retrieve invoice information","የደረሰኝ መረጃ ፈልገህ አውጣ"
"Retrieve list of invoices by filters","የደረሰኞች ዝርዝር በማጣሪያ ፈልገህ አውጣ"
"Retrieve list of orders by filters","የትእዛዞች ዝርዝር  በማጣሪያ ፈልገህ አውጣ"
"Retrieve list of shipments by filters","የሚጓጓዙ እቃዎች ዝርዝር  በማጣሪያ ፈልገህ አውጣ"
"Retrieve order information","የትእዛዝ መረጃ ፈልገህ አውጣ"
"Retrieve orders info","የትእዛዞች መረጃ ፈልገህ አውጣ"
"Retrieve shipment info","የሚጓጓዙ እቃዎች መረጃ ፈልገህ አውጣ"
"Retrieve shipment information","የሚጓጓዙ እቃዎች መረጃ ፈልገህ አውጣ"
"Return to Stock","ወደ ማከማቻ መልስ"
"Returned","ተመልሷል"
"Row Subtotal","የረድፍ ንዑስ ድምር"
"Row Total","አጠቃላይ ረድፍ"
"SHIP TO:","የሚጓጓዘው፦"
"SKU","SKU"
"SOLD TO:","የተሸጠው፦"
"Sales","ሽያጮች"
"Sales Emails","የሽያጮች ኢሜይል"
"Sales Emails Section","የሽያጮች ኢሜይል ክፍል"
"Sales Section","የሽያጮች ክፍል"
"Same As Billing Address","ከመክፈያ አድራሻ ጋር ተመሳሳይ"
"Save and Close Message","መልዕክት አስቀምጥ እና ዝጋ"
"Save in address book","በአድራሻ ደብተር ውስጥ አስቀምጥ"
"Select from existing customer addresses:","ካሉት የደንበኛ አድራሻዎች ይምረጡ፦"
"Send Credit Memo Comment Email Copy To","የክሬዲት ማስታወሻ አስተያየት ኢሜይል ቅጂ ወደዚህ ላክ"
"Send Credit Memo Email Copy To","የክሬዲት ማስታወሻ ኢሜይል ቅጂ ወደዚህ ላክ"
"Send Invoice Comment Email Copy To","የደረሰኝ አስተያየት ኢሜይል ቅጂ ወደዚህ ላክ"
"Send Invoice Email Copy To","የደረሰኝ ኢሜይል ቅጂ ወደዚህ ላክ"
"Send Order Comment Email Copy To","የትእዛዝ አስተያየት ኢሜይል ቅጂ ወደዚህ ላክ"
"Send Order Email Copy Method","የትእዛዝ ኢሜይል ቅጂ ዘዴ ላክ"
"Send Order Email Copy To","የትእዛዝ ኢሜይል ቅጂ ወደዚህ ላክ"
"Send Shipment Comment Email Copy To","የማጓጓዣ አስተያየት ኢሜይል ቅጂ ወደዚህ ላክ"
"Send Shipment Email Copy To","የማጓጓዣ ኢሜይል ቅጂ ወደዚህ ላክ"
"Send Tracking Information","የመከታተያ መረጃ ላክ"
"Ship","አጓጉዝ"
"Ship to","የሚጓጓዘው"
"Ship to First name","በመጀመሪያ ስም አጓጓዝ"
"Ship to Last name","በአያት ስም አጓጓዝ"
"Ship to Name","በስም አጓጓዝ"
"Shipment","ማጓጓዣ"
"Shipment #","የማጓጓዣ #"
"Shipment #%s","የማጓጓዣ #%s"
"Shipment Comment Email Sender","የማጓጓዣ አስተያየት ኢሜይል ላኪ"
"Shipment Comment Email Template","የማጓጓዣ አስተያየት ኢሜይል አብነት"
"Shipment Comment Email Template for Guest","የማጓጓዣ አስተያየት ኢሜይል አብነት ለእንግዳ"
"Shipment Comments","የማጓጓዣ አስተያየቶች"
"Shipment Email Sender","የማጓጓዣ ኢሜይል ላኪ"
"Shipment Email Template","የማጓጓዣ ኢሜይል አብነት"
"Shipment Email Template for Guest","የማጓጓዣ ኢሜይል አብነት ለእንግዳ"
"Shipment Update","የማጓጓዣ ማዘመኛ"
"Shipment Update for Guest","የማጓጓዣ ማዘመኛ ለእንግዳ"
"Shipment email not sent","የማጓጓዣ ኢሜይል አልተላከም"
"Shipment email sent","የማጓጓዣ ኢሜይል ተልኳል"
"Shipments","ማጓጓዣዎች"
"Shipped","ተጓጉዟል"
"Shipped By","የተጓጓዘው በ"
"Shipping","ማጓጓዣ"
"Shipping & Handling","ማጓጓዣ እና ማሸጊያ"
"Shipping & Handling:","ማጓጓዣ እና ማሸጊያ፦"
"Shipping &amp; Handling","ማጓጓዣ እና ማሸጊያ"
"Shipping &amp; Handling Information","የማጓጓዣ እና ማሸጊያ መረጃ"
"Shipping Address","የማጓጓዣ አድራሻ"
"Shipping Amount","የማጓጓዣ መጠን"
"Shipping Information","የማጓጓዣ መረጃ"
"Shipping Method","የማጓጓዣ ዘዴ"
"Shipping Method:","የማጓጓዣ ዘዴ፦"
"Shipping Refund","የማጓጓዣ ተመላሽ ገንዘብ"
"Shipping and Tracking Information","የማጓጓዣ እና የመከታተያ መረጃ"
"Shopping Cart","የግዢ ጋሪ "
"Signed Up From","የተመዘገበው ከ"
"Sku","Sku"
"Some items have quantities exceeding allowed quantities. Please select a lower quantity to checkout.","አንዳንድ ንጥሎች የተፈቀደውን ብዛት ያለፉ ብዛቶችን ይዘዋል። እባክዎ ለመውጣት ያነሰ ብዛት ይምረጡ።"
"Some of the products below don't have all the required options. Please remove them and add again with all the required options.","ከታች ያሉት አንዳንድ ምርቶች ሁሉንም አስፈላጊ አማራጮች አልያዙም። እባክዎ ያስወግዷቸው እና አስፈላጊ ከሆኑት አማራጮች ጋር እንደገና ያክሏቸው።"
"Sorry, no quotes are available for this order at this time.","ይቅርታ፣ በዚህ ጊዜ ለዚህ ትእዛዝ ምንም ጥቅሶች አይገኙም።"
"Source object is not specified.","የምንጭ ነገር አልተጠቀሰም።"
"State/Province","ክልል/ዞን"
"Status","ሁኔታ"
"Store Credit","የሱቅ ክሬዲት"
"Submit Comment","አስተያየት ያስገቡ"
"Submit Credit Memo","የክሬዲት ማስታወሻ ያስገቡ"
