"Exclude (comma separated)","አታካት (በኮማ የተለየ)"
"Expiration Date","ጊዜው የሚያበቃበት ቀን"
"Expiration Date: %s/%s","ጊዜው የሚያበቃበት ቀን፦ %s/%s"
"Export","ወደ ውጪ ላክ"
"Export CSV","CSV ወደ ውጪ ላክ"
"Export Filters","ወደ ውጪ መላኪያ ማጣሪያዎች"
"Export to:","የሚላከው ወደ፦"
"Export:","ወደ ውጪ ላክ፦"
"Extension","ቅጥያ"
"Extension Name","የቅጥያ ስም"
"Extensions","ቅጥያዎች"
"FTP Host[:Port]","FTP አስተናጋጅ[:Port]"
"Failed to add a product to cart by id ""%s""","ምርት ወደ ጋሪ በመታወቂያ «%s» ለማከል አልተሳካም"
"Failed to load %1$s.xml or %1$s.ser","%1$s.xml ወይም %1$s.ser ለመጫን አልተሳካም"
"Field","መስክ"
"Field Mapping","የመስክ ማጓደኛ "
"File","ፋይል"
"File Information","የፋይል መረጃ"
"File name:","የፋይል ስም፦"
"File size should be more than 0 bytes","የፋይል መጠን ከ0 ባይቶች በላይ መሆን ይኖርበታል"
"Final Price","የመጨረሻ ዋጋ"
"Finished items creation.","ንጥሎችን መፍጠር ተጨርሷል።"
"Finished profile execution.","የመገለጫ መፈጸም ተጨርሷል።"
"First Name","የመጀመሪያ ስም"
"First Name:","የመጀመሪያ ስም፦"
"Firstname","የመጀመሪያ ስም"
"Fixed","ውሱን"
"Flat Catalog Category rebuild error","ዝርግ ካታሎግ ምድብ ዳግም የመገንባት ስህተት"
"Flat Catalog Category was rebuilt successfully","ዝርግ ካታሎግ ምድብ በተሳካ ሁኔታ ዳግም ተገንብቷል"
"Flat Catalog Product rebuild error. Please try again later","ዝርግ ካታሎግ ምርት ዳግም የመገንባት ስህተት። እባክዎ ቆይተው እንደገና ይሞከሩ"
"Flat Catalog Product was rebuilt successfully","ዝርግ ካታሎግ ምርት በተሳካ ሁኔታ ዳግም ተገንብቷል"
"For category","ለምድብ"
"For latest version visit: %s","በጣም ለቅርብ ጊዜው ስሪት ጉብኝት፦ %s"
"For product","ለምርት"
"Forgot your password?","የይለፍ ቃልዎን ረሱት?"
"Forgot your user name or password?","የተጠቃሚ ስምዎን ወይም የይለፍ ቃልዎን ረሱት?"
"From","ከ"
"Gb","ጊባ"
"General Information","አጠቃላይ መረጃ"
"General Section","አጠቃላይ ክፍል"
"Get Image Base64","ምስል Base64 አግኝ"
"Get help for this page","ስለዚህ ገጽ እገዛ ያግኙ"
"Global Attribute","ሁሉአቀፍ አይነታ"
"Global Record Search","ሁሉአቀፍ የመዝገብ ፍለጋ"
"Global Search","ሁሉአቀፍ ፍለጋ"
"Go Today","ዛሬ ይጀምሩ"
"Google Base","Google Base"
"Google Base Items","የGoogle Base ንጥሎች"
"Grand Total","ጠቅላላ ድምር"
"Grid (default) / List","ፍርግርግ (ነባሪ) / ዝርዝር"
"Grid only","ፍርግርግ ብቻ"
"Group:","ቡድን፦"
"Guest","እንግዳ"
"HTTP (unsecure)","HTTP (ደህንነቱ ያልተጠበቀ)"
"HTTPS (SSL)","HTTPS (SSL)"
"Help Us Keep Magento Healthy - Report All Bugs","የMagento ጤንነትን በመጠበቅ ያግዙን - ሁሉንም ሳንካዎች ሪፖርት ያድርጉ"
"Home","መነሻ"
"ID","መታወቂያ"
"ID Path","የመታወቂያ ዱካ"
"IP Address","አይፒ አድራሻ"
"Ignore","ተው"
"Image cache was cleared successfully","የምስል መሸጎጫ በተሳካ ሁኔታ ጽድቷል"
"Images","ምስሎች"
"Images (.gif, .jpg, .png)","ምስሎች (.gif፣ .jpg፣ .png)"
"Images Cache","የምስል መሸጎጫ"
"Import","አስመጣ"
"Import Service","አገልግሎት አስመጣ"
"Import/Export","ማስመጣት/መላክ"
"Import/Export Advanced","ማስመጣት/መላክ የላቀ"
"Import/Export Profile","የማስመጣት/መላክ መገለጫ"
"Imported <strong>%s</strong> records","<strong>%s</strong> ረድፎች መጥተዋል"
"In","በዚህ ውስጥ"
"In Database:","በዚህ የውሂብ ጎታ ውስጥ፦"
"In File:","በዚህ ፋይል ውስጥ፦"
"Inactive","ቦዝኗል"
"Incl. Tax","ቀረጥ ያካትታል"
"Include","አካት"
"Incoming Message","መጪ መልዕክቶች"
"Individual Item","ነጠለ ንጥል"
"Install","ጫን"
"Install Package File","የጥቅል ፋይል ጫን"
"Installed As","የተጫነው እንደ"
"Installed Extension Info","የተጫነ ቅጥያ መረጃ"
"Installed Version","የተጫነው ስሪት"
"Installing $pkg, please wait...","$pkg በመጫን ላይ፣ እባክዎ ይጠብቁ..."
"Installing selected packages, please wait...","የተመረጡ ጥቅሎችን በመጫን ላይ፣ እባክዎ ይጠብቁ..."
"Instant Payment Notification (IPN)","ፈጣን የክፍያ ማሳወቂያ (IPN)"
"Interactive","በይነተገናኝ"
"Interface Locale: %s","በይነገጽ አካባቢያዊ፦ %s"
"Invalid Form Key. Please refresh the page.","ልክ ያልሆነ የቅጽ ቁልፍ። እባክዎ ገጹን ያድሱት።"
"Invalid Import Service Specified","ልክ ያልሆነ ከውጪ የማስመጫ አገልግሎት ተጠቅሷል"
"Invalid POST data (please check post_max_size and upload_max_filesize settings in you php.ini file)","ልክ ያልሆነ POST ውሂብ (እባክዎ በphp.ini ፋይልዎ ውስጥ post_max_size እና upload_max_filesize ቅንብሮችን ያረጋግጡ)"
"Invalid Secret Key. Please refresh the page.","ልክ ያልሆነ የሚስጢር ቁልፍ። እባክዎ ገጹን ያድሱት።"
"Invalid URL","ልክ ያልሆነ ዩአርኤል"
"Invalid Username or Password.","ልክ ያልሆነ የተጠቃሚ ስም ወይም የይለፍ ቃል።"
"Invalid directory: %s","ልክ ያልሆነ ማውጫ፦ %s"
"Invalid file: %s","ልክ ያልሆነ ፋይል፦ %s"
"Invalid input data for %s => %s rate","ልክ ያልሆነ ውሂብ ለ%s => %s ተመን"
"Invalid input:","ልክ ያልሆነ ግቤት፦"
"Invalid parrent block for this block","ለዚህ ጥቅል ልክ ያልሆነ ወላጅ ጥቅል"
"Invalid section value","ልክ ያልሆነ የክፍል እሴት"
"Invalid store value","ልክ ያልሆነ የሱቅ እሴት"
"Invalid website value","ልክ ያልሆነ የድር ጣቢያ እሴት"
"Inventory Stock Status","የዕቃ ዝርዝር ክምችት ሁኔታ"
"Invoice #%s comment added","የደረሰኝ #%s አስተያየት ታክሏል"
"Invoice #%s created","የደረሰኝ #%s ተፈጥሯል"
"Invoice History","የደረሰኝ ታሪክ"
"Invoice Totals","የደረሰኝ ድምሮች"
"Invoice and shipment was successfully created.","ደረሰኝ እና ማጓጓዣ በተሳካ ሁኔታ ተፈጥሯል።"
"Invoice cancel error.","ደረሰኝ የመሰረዝ ስህተት።"
"Invoice capture error","ደረሰኝ የመያዝ ስህተት"
