"If you wish to manage Magento packages through the web admin interface, you will need to have web writeable permissions applied to all Magento folders and files.","የMagento ጥቅሎችን በድር አስተዳዳሪ በይነገጽ በኩል ማቀናበር ከፈለጉ፣ ለሁሉም የMagento አቃፊዎች እና ፋይሎች በድር ላይ እንዲጻፍባቸው የሚያስችል ፍቃድ ያስፈልግዎታል።"
"If your server is running on MS Windows, most probably you will not need to change anything.","አገልጋይዎ በMS Windows ላይ የሚሄድ ከሆነ፣ ከሞላ ጎደል ምንም ነገር መለወጥ አያስፈልግዎትም።"
"In other cases you will need to make Magento files writeable for the user that the web server process is running under.","በሌላ በኩል የድር አገልጋዩ ሂደት እያሄደ ላለበት ተጠቃሚ የMagento ፋይሎችን ሊጻፍባቸው እንዲችሉ ማድረግ ያስፈልግዎታል።"
"Installation","ጭነት"
"Installation Guide","የመጫን መመሪያዎች"
"Last Name","የአያት ስም"
"Locale","የአካባቢ"
"Locale settings","አካባቢያዊ ቅንብሮች"
"Localization","አካባቢያዊነት"
"Login Information","የመለያ መረጃ"
"Magento","Magento"
"Magento Installation Wizard","Magento ጭነት አዋቂ"
"Magento is a trademark of Irubin Consulting Inc. DBA Varien. Copyright &copy; %s Irubin Consulting Inc.","Magento የIrubin Consulting Inc. DBA Varien የንግድ ምልክት ነው<br/>የቅጂ መብት &copy; %s Irubin Consulting Inc."
"Magento uses this key to encrypt passwords, credit cards and more. If this field is left empty the system will create an encryption key for you and will display it on the next page.","Magento ይህን ቁልፍ የይለፍ ቃሎችን፣ ክሬዲት ካርዶችን እና ተጨማሪ ነገሮችን ለመመስጠር ይጠቀምበታል። ይህ መስክ ባዶ ከተተወ ስራዓቱ የምስጠራ ቁልፍ ይፈጥርልዎትና በሚቀጥለው ገጽ ያሳየዎታል።"
"Manual Downloads and Upgrades","በራስ የሚጫኑ እና ማሻሻሎች"
"One from PHP Extensions ""%s"" must be loaded","አንድ ከPHP ቅጥያዎች «%s» መጫን አለበት"
"PHP Extension ""%s"" must be loaded","PHP ቅጥያ «%s» መጫን አለበት"
"PHP Extension '%s' loaded","PHP ቅጥያ «%s» ተጭኗል"
"Package Management through the Web","የጥቅል ማቀናበር በድር ላይ"
"Password","የይለፍ ቃል"
"Password Confirmation","የይለፍ ቃል ማረጋገጫ"
"Path ""%s"" must be writable","ዱካ «%s» መጻፍ የሚችልበት መሆን አለበት"
"Personal Information","የግል መረጃ"
"Please make sure that <code>mod_rewrite</code> is enabled in Apache configuration.","እባክዎ <code>mod_rewrite</code> በApache ውቅረት ውስጥ መንቃቱን እርግጠኛ ይሁኑ።"
"Please note that it is much less stable than beta.","ይህ ከግርድፍ ቅጂው በጣም ያነሰ የተደላደለ እንደሆነ ልብ ይበሉ።"
"Please note that only UNIX, Linux and Mac OSX shells are currently supported. For Windows use the '%s' option.","በአሁኑ ጊዜ የUNIX፣ Linux እና Mac OSX ሼሎች ብቻ የሚደገፉ መሆኑን እባክዎ ልብ ይበሉ። ለWindows «%s» አማራጭን ይምረጡ።"
"Please set all required settings before clicking Continue","እባክዎ ቀጥልን ከመጫንዎ በፊት ሁሉንም አስፈላጊ መስኮች ያዋቅሩ"
"Preferred stability: %s","ተመራጭ ደልዳላነት፦ %s"
"Proceed With Automatic Download (%s)","በራስ-ሰር ማውረዱ ይቀጥሉ (%s)"
"Provide a complete base URL for SSL connection. For example: %s","ለSSL ግንኙነት የተሟላ ቤዝ ዩአርኤል ያቅርቡ። ለምሳሌ፦ %s"
"Report All Bugs","ሁሉንም ሳንካዎች ሪፖርት አድርግ"
"Required Fields","አስፈላጊ መስኮች"
"Run admin interface with SSL","የአስተዳዳሪ በይነገጽ በSSL አሂድ"
"Run this in your shell from Magento root folder:","ይህን በሼልዎ ውስጥ ከMagento ስርወ አቃፊ ያሂዱ፦"
"Save session data in","የክፍለጊዜ ውሂብ በዚህ ውስጥ አስቀምጥ"
"Save session files in","የክፍለጊዜ ፋይሎችን በዚህ ውስጥ አስቀምጥ"
"Secure Base URL","ደህንነቱ የተጠበቀ ቤዝ ዩአርኤል"
"Session storage options","የክፍለጊዜ ማከማቻ አማራጮች"
"Setting preferred state to: %s","ተመራጭ ሁኔታን ለዚህ በማዘጋጀት ላይ፦ %s"
"Skip Base URL validation before next step","ከቀጣዩ ደረጃ በፊት ቤዝ ዩአርኤል ማረጋገጫን ዝለል"
"Skip Secure URL validation before next step","ከቀጣዩ ደረጃ በፊት ደህንነቱ የተጠበቀ ዩአርኤል ማረጋገጫን ዝለል"
"Table prefix should contain only letters (a-z), numbers (0-9) or underscore(_), first character should be a letter","የሰንጠረዥ ቅድመ ቅጥያ (a-z) ያሉ ፊደላትን ወይም (0-9) ያሉ ቁጥሮችን ወይም ታች ሰረዝን(፟፟_) ብቻ መያዝ ይኖርበታል፣ የመጀመሪያው ቁምፊ ፊደል መሆን አለበት"
"Tables Prefix","የሰንጠረዥ ቅድመ ቅጥያ"
"There was a problem installing Magento packages. Please read the log, correct errors and retry again.","የMagento ጭነትን በመጫን ላይ ችግር ነበር። እባክዎ ምዝግብ ማስታወሻውን ያንብቡ፣ ስህተቶችን ያርሙ እና እንደገና ይሞክሩ።"
"This Url is invalid","ይህ ዩአርኤል ልክ ያልሆነ ነው"
"Time Zone","የሰዓት ሰቅ"
"Url ""%s"" is invalid","ዩአርኤል «%s» ልክ ያልሆነ ነው"
"Url ""%s"" is not accessible","ዩአርኤል «%s» የሚደረስበት አይደለም"
"Use Secure URLs (SSL)","ደህንነቱ የተጠበቀ ዩአርኤሎች (SSL) ተጠቀም"
"Use Web Server (Apache) Rewrites","የድር አገልጋይ (Apache) ዳግም መጻፎችን ተጠቀም"
"User Name","የተጠቃሚ ሰም"
"User Password","የተጠቃሚ የይለፍ ቃል"
"Username","የተጠቃሚ ስም"
"Web access options","የድር መዳረሻ አማራጮች"
"Welcome to Magento's Installation Wizard","ወደ Magento ጭነት አዋቂ እንኳን በደህና መጡ"
"You can specify server port, ex.: localhost:3307<br />If you are not using default UNIX socket, you can specify it here instead of host, ex.: /var/run/mysqld/mysqld.sock","የአገልጋይ ፖርት መጥቀስ ይችላሉ ምሳሌ፦ localhost:3307<br />ነባሪውን የUNIX ሶኬት እየተጠቀሙ ከሆነ፣ ከአስተናጋጅ ይልቅ እዚህ ሊጠቅሱት ይችላሉ፣ ምሳሌ፦ /var/run/mysqld/mysqld.sock"
"You could enable this option to use web server rewrites functionality for improved search engines optimization.","የድር አገልጋይ ዳግም ጸሀፊዎች ትግበራ ለተሻሻለ የፍለጋ ፕሮግራሞች መመቻቸት ለመጠቀም ይህን አማራጭ ሊያነቁ ይችላሉ።"
"You're All Set","ሁሉንም አዘጋጅተዋል"
